gene_symbol,biofilm_logFC,biofilm_padj,planktonic_logFC,planktonic_padj,biofilm_label,biofilm_abs_logFC,planktonic_abs_logFC,biofilm_significant,planktonic_significant
aguB,0.032,1.0,0.031,1.0,0,0.032,0.031,0,0
glpQ,-0.051,1.0,0.033,1.0,0,0.051,0.033,0,0
PA14_07355,0.16,1.0,0.032,1.0,0,0.16,0.032,0,0
apaG,-0.012,1.0,0.01,1.0,0,0.012,0.01,0,0
surA,0.017,1.0,-0.024,1.0,0,0.017,0.024,0,0
phzS,0.058,1.0,-0.062,1.0,0,0.058,0.062,0,0
PA14_11480,0.028,1.0,-0.029,1.0,0,0.028,0.029,0,0
PA14_11490,0.022,1.0,0.033,1.0,0,0.022,0.033,0,0
dacC,-0.015,1.0,0.0,1.0,0,0.015,0.0,0,0
PA14_14060,-0.013,1.0,0.02,1.0,0,0.013,0.02,0,0
PA14_14330,-0.089,1.0,0.033,1.0,0,0.089,0.033,0,0
wspF,0.013,1.0,0.047,1.0,0,0.013,0.047,0,0
surE,0.03,1.0,-0.017,1.0,0,0.03,0.017,0,0
ssuA,0.077,1.0,-0.022,1.0,0,0.077,0.022,0,0
PA14_21700,0.004,1.0,-0.048,1.0,0,0.004,0.048,0,0
PA14_21900,-0.004,1.0,0.031,1.0,0,0.004,0.031,0,0
PA14_22320,0.126,1.0,-0.005,1.0,0,0.126,0.005,0,0
PA14_22520,-0.016,1.0,0.03,1.0,0,0.016,0.03,0,0
ypuG,-0.015,1.0,-0.053,1.0,0,0.015,0.053,0,0
xcpT,0.001,1.0,0.047,1.0,0,0.001,0.047,0,0
fabF1,0.02,1.0,-0.062,1.0,0,0.02,0.062,0,0
PA14_25810,0.009,1.0,0.025,1.0,0,0.009,0.025,0,0
phaA,0.06,1.0,0.008,1.0,0,0.06,0.008,0,0
tpm,0.027,1.0,0.048,1.0,0,0.027,0.048,0,0
yafH,-0.002,1.0,0.032,1.0,0,0.002,0.032,0,0
PA14_29830,-0.043,1.0,0.007,1.0,0,0.043,0.007,0,0
nuoK,0.023,1.0,-0.03,1.0,0,0.023,0.03,0,0
PA14_30990,-0.009,1.0,-0.062,1.0,0,0.009,0.062,0,0
PA14_33080,0.007,1.0,0.019,1.0,0,0.007,0.019,0,0
PA14_33190,0.019,1.0,-0.026,1.0,0,0.019,0.026,0,0
PA14_34540,0.062,1.0,0.01,1.0,0,0.062,0.01,0,0
PA14_35010,0.107,1.0,0.0,1.0,0,0.107,0.0,0,0
PA14_36020,0.029,1.0,-0.003,1.0,0,0.029,0.003,0,0
PA14_36260,0.044,1.0,0.032,1.0,0,0.044,0.032,0,0
PA14_37510,0.057,1.0,0.032,1.0,0,0.057,0.032,0,0
PA14_39000,0.088,1.0,-0.15,1.0,0,0.088,0.15,0,0
acpD,0.025,1.0,-0.149,1.0,0,0.025,0.149,0,0
nadR,-0.01,1.0,0.034,1.0,0,0.01,0.034,0,0
apaH,0.035,1.0,0.036,1.0,0,0.035,0.036,0,0
PA14_42010,0.003,1.0,0.044,1.0,0,0.003,0.044,0,0
PA14_43150,0.011,1.0,0.033,1.0,0,0.011,0.033,0,0
btuB,0.073,1.0,-0.052,1.0,0,0.073,0.052,0,0
PA14_49960,0.037,1.0,0.008,1.0,0,0.037,0.008,0,0
PA14_50740,0.019,1.0,-0.027,1.0,0,0.019,0.027,0,0
opdD,0.053,1.0,-0.001,1.0,0,0.053,0.001,0,0
PA14_51190,-0.015,1.0,0.029,1.0,0,0.015,0.029,0,0
PA14_52610,-0.025,1.0,-0.006,1.0,0,0.025,0.006,0,0
dctM,-0.018,1.0,-0.051,1.0,0,0.018,0.051,0,0
PA14_52870,0.079,1.0,-0.006,1.0,0,0.079,0.006,0,0
PA14_53670,0.02,1.0,-0.032,1.0,0,0.02,0.032,0,0
yjgR,-0.007,1.0,-0.077,1.0,0,0.007,0.077,0,0
pcnB,0.031,1.0,0.002,1.0,0,0.031,0.002,0,0
PA14_63780,-0.064,1.0,-0.042,1.0,0,0.064,0.042,0,0
PA14_65420,-0.012,1.0,-0.014,1.0,0,0.012,0.014,0,0
PA14_65720,0.02,1.0,0.039,1.0,0,0.02,0.039,0,0
PA14_65920,-0.031,1.0,-0.016,1.0,0,0.031,0.016,0,0
PA14_69540,-0.037,1.0,-0.025,1.0,0,0.037,0.025,0,0
PA14_70220,0.01,1.0,-0.013,1.0,0,0.01,0.013,0,0
PA14_70860,0.003,1.0,-0.045,1.0,0,0.003,0.045,0,0
PA14_73100,-0.014,1.0,-0.018,1.0,0,0.014,0.018,0,0
tRNA,-0.062,1.0,0.0,1.0,0,0.062,0.0,0,0
tRNA,0.106,1.0,0.004,1.0,0,0.106,0.004,0,0
LSU_rRNA_bacteria,0.081,1.0,-0.009,1.0,0,0.081,0.009,0,0
tRNA,-0.015,1.0,-0.013,1.0,0,0.015,0.013,0,0
tRNA,0.07,1.0,0.02,1.0,0,0.07,0.02,0,0
fmt,0.045,1.0,0.035,1.0,0,0.045,0.035,0,0
PA14_00620,0.038,1.0,-0.022,1.0,0,0.038,0.022,0,0
PA14_02130,-0.007,1.0,0.015,1.0,0,0.007,0.015,0,0
atsC,0.069,1.0,-0.075,1.0,0,0.069,0.075,0,0
PA14_02390,0.021,1.0,-0.011,1.0,0,0.021,0.011,0,0
PA14_02690,0.02,1.0,-0.089,1.0,0,0.02,0.089,0,0
PA14_03210,0.039,1.0,0.01,1.0,0,0.039,0.01,0,0
PA14_03855,0.016,1.0,0.011,1.0,0,0.016,0.011,0,0
PA14_04590,-0.011,1.0,0.001,1.0,0,0.011,0.001,0,0
PA14_05020,-0.045,1.0,-0.005,1.0,0,0.045,0.005,0,0
PA14_06130,0.025,1.0,-0.02,1.0,0,0.025,0.02,0,0
nirH,-0.165,1.0,-0.018,1.0,0,0.165,0.018,0,0
PA14_07340,0.049,1.0,0.007,1.0,0,0.049,0.007,0,0
argC,0.023,1.0,0.034,1.0,0,0.023,0.034,0,0
PA14_09550,-0.017,1.0,-0.027,1.0,0,0.017,0.027,0,0
lysR,0.025,1.0,-0.034,1.0,0,0.025,0.034,0,0
PA14_10120,-0.002,1.0,0.033,1.0,0,0.002,0.033,0,0
PA14_10300,0.017,1.0,0.034,1.0,0,0.017,0.034,0,0
opdL,-0.035,1.0,0.036,1.0,0,0.035,0.036,0,0
ydjL,-0.181,1.0,-0.174,1.0,0,0.181,0.174,0,0
dad,0.038,1.0,-0.015,1.0,0,0.038,0.015,0,0
cupB6,0.046,1.0,-0.006,1.0,0,0.046,0.006,0,0
PA14_11150,0.042,1.0,-0.017,1.0,0,0.042,0.017,0,0
PA14_11210,0.005,1.0,0.035,1.0,0,0.005,0.035,0,0
PA14_11600,0.031,1.0,-0.014,1.0,0,0.031,0.014,0,0
hemL,0.011,1.0,0.011,1.0,0,0.011,0.011,0,0
oprC,0.011,1.0,0.03,1.0,0,0.011,0.03,0,0
PA14_15250,0.079,1.0,0.022,1.0,0,0.079,0.022,0,0
PA14_15590,0.023,1.0,0.006,1.0,0,0.023,0.006,0,0
PA14_15630,-0.003,1.0,0.006,1.0,0,0.003,0.006,0,0
glmS,-0.029,1.0,0.039,1.0,0,0.029,0.039,0,0
PA14_17690,0.012,1.0,0.023,1.0,0,0.012,0.023,0,0
glpK,-0.005,1.0,0.004,1.0,0,0.005,0.004,0,0
PA14_18060,-0.037,1.0,-0.006,1.0,0,0.037,0.006,0,0
mexE,0.024,1.0,-0.013,1.0,0,0.024,0.013,0,0
rnfG,-0.011,1.0,-0.009,1.0,0,0.011,0.009,0,0
rnfB,0.017,1.0,0.007,1.0,0,0.017,0.007,0,0
PA14_19330,0.008,1.0,-0.018,1.0,0,0.008,0.018,0,0
PA14_19400,-0.017,1.0,0.035,1.0,0,0.017,0.035,0,0
ssuA,-0.009,1.0,0.015,1.0,0,0.009,0.015,0,0
ssuC,0.029,1.0,0.011,1.0,0,0.029,0.011,0,0
PA14_19830,0.016,1.0,0.038,1.0,0,0.016,0.038,0,0
nosY,-0.125,1.0,0.029,1.0,0,0.125,0.029,0,0
phnL,-0.078,1.0,0.032,1.0,0,0.078,0.032,0,0
PA14_20550,0.005,1.0,-0.034,1.0,0,0.005,0.034,0,0
PA14_21180,0.026,1.0,-0.012,1.0,0,0.026,0.012,0,0
phaJ1,0.024,1.0,0.031,1.0,0,0.024,0.031,0,0
grtA,0.014,1.0,0.035,1.0,0,0.014,0.035,0,0
ykgJ,0.007,1.0,0.004,1.0,0,0.007,0.004,0,0
yciL,0.012,1.0,-0.018,1.0,0,0.012,0.018,0,0
PA14_23580,0.027,1.0,-0.049,1.0,0,0.027,0.049,0,0
PA14_24400,0.02,1.0,0.018,1.0,0,0.02,0.018,0,0
cobM,-0.004,1.0,-0.028,1.0,0,0.004,0.028,0,0
PA14_25930,0.146,1.0,0.016,1.0,0,0.146,0.016,0,0
hisQ,-0.086,1.0,0.034,1.0,0,0.086,0.034,0,0
PA14_26310,0.001,1.0,-0.012,1.0,0,0.001,0.012,0,0
PA14_27700,-0.01,1.0,-0.064,1.0,0,0.01,0.064,0,0
PA14_28840,0.021,1.0,-0.027,1.0,0,0.021,0.027,0,0
PA14_29050,0.027,1.0,0.023,1.0,0,0.027,0.023,0,0
opdB,-0.005,1.0,-0.047,1.0,0,0.005,0.047,0,0
hplU,-0.041,1.0,-0.008,1.0,0,0.041,0.008,0,0
trbF,-0.104,1.0,-0.014,1.0,0,0.104,0.014,0,0
PA14_31010,0.005,1.0,0.005,1.0,0,0.005,0.005,0,0
PA14_31130,0.065,1.0,0.032,1.0,0,0.065,0.032,0,0
PA14_31460,0.015,1.0,0.034,1.0,0,0.015,0.034,0,0
cztS,0.046,1.0,-0.037,1.0,0,0.046,0.037,0,0
